Title job,Employer,Link profile employer,Location,How long ago,Recruiter,Profile recruiter,Description offer,Link offer
QA,Tsoft,https://ar.linkedin.com/company/tsoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",13 hours ago,,,"¿Te apasionan los desafíos y tu objetivo es dar la milla extra siempre? 🚀Nos encontramos en la búsqueda de un QA con experiencia en banca para formar parte de esta gran familia.Requisitos:Titulado en Ingeniería de Sistemas o carreras afines.Experiencia 4 años mínimo de QA de preferencia sector de Seguros.Experiencia con herramientas de gestión de pruebas (Jira Xray, QMetry, entre otros).Experiencia ejecutando pruebas manuales en proyectos de banca o sector TI.Nociones de SQL para validación de datos.Manejo de defect tracking.Conceptos básicos de automatización y CI/CDCertificados Deseables:Certificación ISTQB Foundation Level v4.0SCRUM⬆️Línea de Carrera👩🏻 💻Bono de Conectividad🚑EPS😎Beneficios corporativos¿Queres formar parte de este gran equipo y vivir esta experiencia? 💥Póstula y envíanos tu cv actualizado.",https://pe.linkedin.com/jobs/view/qa-at-tsoft-4427367317?position=1&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=%2B%2FMOwXP1N1PN30tCJRu94w%3D%3D
Pivot QA Trainee,Softtek,https://mx.linkedin.com/company/softtek?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",9 hours ago,Katherine Alarcon Carbajal,https://pe.linkedin.com/in/katherine-alarcon-carbajal-b94359230,"Softtek es un proveedor global de servicios orientados a procesos de TI con más de 30 oficinas en Norteamérica, Latinoamérica, Europa y Asia. Maximizamos el valor del software para el mundo: Creamos, Probamos, Implementamos y damos mantenimiento a sistemas que empoderan organizaciones e individuos. En la actualidad nos encontramos en la búsqueda de un talento para el perfil: Pivot QA Trainee Requisitos:Formación académica: Profesional egresado en Ing. De Sistemas, Computación e informática o carreras afines.Experiencia minima de 01 año con TypeScript, Java, HTML, etc.Bases en pruebas de software (manuales o automatizadas)Conocimiento en metodologías ágiles (Scrum, Kanban)Ofrecemos:Ingreso a planilla con todos los beneficios de ley.EPS al 100% + Seguro oncológicoContrato temporal de 06 meses con posibilidad de renovación.Bono trimestral de desempeñoConcepto Mensual de ConectividadCapacitación constante y línea de carrera.Podrás optar por los descuentos corporativos en empresas de entretenimiento, educación, entre otros.Contamos con una plataforma exclusiva virtual con más de 3,000 cursos orientados a potencializar tus habilidades técnicas como blandas.En Softtek reconocemos que el talento es diverso; respetamos la identidad y condiciones de vida de cada persona y promovemos la equidad de trato y de oportunidades. Para lograr lo anterior, creamos un ambiente incluyente en el cual las personas muestran qué las define y emplean sus diferentes características para lograr mejores resultados.Por ello, promovemos la diversidad generacional, origen étnico, nacionalidad y la inclusión de personas con habilidades diferentes y/o discapacidad. En cumplimiento de la Ley N° 29733 y su reglamento.",https://pe.linkedin.com/jobs/view/pivot-qa-trainee-at-softtek-4429991621?position=2&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=u5wWRV94FDlumVw%2FgVIy1A%3D%3D
Practicante QA Pivot,Softtek,https://mx.linkedin.com/company/softtek?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",7 hours ago,Katherine Alarcon Carbajal,https://pe.linkedin.com/in/katherine-alarcon-carbajal-b94359230,"Softtek es un proveedor global de servicios orientados a procesos de TI con más de 30 oficinas en Norteamérica, Latinoamérica, Europa y Asia. Maximizamos el valor del software para el mundo: Creamos, Probamos, Implementamos y damos mantenimiento a sistemas que empoderan organizaciones e individuos. En la actualidad nos encontramos en la búsqueda de un talento para el perfil: Practicante QA Pivot Requisitos:Formación académica: Profesional egresado en Ing. De Sistemas, Computación e informática o carreras afines.Experiencia minima de 01 año con TypeScript, Java, HTML, etc.Bases en pruebas de software (manuales o automatizadas)Conocimiento en metodologías ágiles (Scrum, Kanban)Ofrecemos:Ingreso a planilla con todos los beneficios de ley.EPS al 100% + Seguro oncológicoContrato temporal de 06 meses con posibilidad de renovación.Bono trimestral de desempeñoConcepto Mensual de ConectividadCapacitación constante y línea de carrera.Podrás optar por los descuentos corporativos en empresas de entretenimiento, educación, entre otros.Contamos con una plataforma exclusiva virtual con más de 3,000 cursos orientados a potencializar tus habilidades técnicas como blandas.En Softtek reconocemos que el talento es diverso; respetamos la identidad y condiciones de vida de cada persona y promovemos la equidad de trato y de oportunidades. Para lograr lo anterior, creamos un ambiente incluyente en el cual las personas muestran qué las define y emplean sus diferentes características para lograr mejores resultados.Por ello, promovemos la diversidad generacional, origen étnico, nacionalidad y la inclusión de personas con habilidades diferentes y/o discapacidad. En cumplimiento de la Ley N° 29733 y su reglamento.",https://pe.linkedin.com/jobs/view/practicante-qa-pivot-at-softtek-4430115691?position=3&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=skH0q7Qr%2FO3ycJUePbIP4w%3D%3D
QA Funcional Semisenior,NTT DATA Europe & Latam,https://es.linkedin.com/company/ntt-data-europe-latam?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",3 hours ago,Stefany Cuadros Ruiz,https://pe.linkedin.com/in/stefany-cuadros-ruiz-34160b199,"Somos NTT DATA, la empresa de servicios TI más grande del mundo, contamos con más de 140.000 profesionales y operamos en más de 50 países. Brindamos soluciones de negocio, estrategia, desarrollo y mantenimiento de aplicaciones tecnológicas y outsourcing.Queremos seguir construyendo un entorno único de colaboración, creativo, cercano y generoso; que nos permita seguir evolucionando juntos, como comunidad y como sociedad, prosperando en un día a día lleno de nuevas y mejores posibilidades.En NTT DATA todos somos Digital Lovers, nos une la tecnología y el corazón, dos ideas que cuando se mezclan nos dan infinitas posibilidades. Ser un Digital Lover es ser un amante de lo digital, es poner el corazón en lo que se hace, es no tener miedo de tener la cabeza en las nubes y ser capaz de iniciar cada proyecto con mariposas en el estómago.¡Estas a un paso de ser un Digital Lover, te invitamos a revisar la vacante de QA Funcional, y vivir esta experiencia!Requisitos:Egresado de carrera técnica o universitaria en Ing. de Sistemas, Desarrollo de Software o afinesExperiencia de 2 años en pruebas funcionales.Indispensable contar con certificación ISTQB.Beneficios:Contrato indeterminado desde el primer día.Inmejorable oportunidad de línea de carrera profesional en nuestra consultora líder en el mercado TI.Capacitaciones y Certificaciones.EPS cubierta al 100%.Tarjeta de alimentos.Oportunidad de trabajar en proyectos de clientes de gran envergadura locales e internacionales.“NTT DATA es un entorno inclusivo donde cada voz es escuchada y cada historia es valorada. Por eso, nuestro proceso de selección y reclutamiento se enfoca en identificar el talento sin distinción o sesgos relacionados con género, sexo, orientación sexual, discapacidad, edad u otras características personales”",https://pe.linkedin.com/jobs/view/qa-funcional-semisenior-at-ntt-data-europe-latam-4428775604?position=4&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=bp7zCE5wSkZQaBkLLQh0mA%3D%3D
QA Senior,Elite Resources,https://www.linkedin.com/company/elite-resourcers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",15 hours ago,,,"📍 Modalidad: Presencial | Lima, Perú📄 Tipo de contratación: Recibo por Honorarios⏳ Duración del proyecto: 3 meses (con posibilidad de extensión)💵 Presupuesto: S/4.500🎯 Objetivo del RolGarantizar la calidad y estabilidad de las soluciones tecnológicas mediante la ejecución de pruebas funcionales, integrales y de validación, asegurando el correcto funcionamiento de plataformas críticas y procesos de negocio.🧩 Responsabilidades🧪 Diseñar, ejecutar y documentar casos de prueba funcionales, integrales, regresivos y de validación.📋 Elaborar planes de prueba, matrices de cobertura y evidencias de ejecución.🔎 Identificar, reportar y realizar seguimiento de incidencias detectadas durante el ciclo de pruebas.⚙️ Validar integraciones entre sistemas, APIs y flujos transaccionales.📊 Participar en procesos de análisis de requerimientos para garantizar criterios de aceptación claros y medibles.🔄 Ejecutar pruebas sobre aplicaciones web, móviles y servicios backend.🤝 Coordinar con equipos de desarrollo, soporte y negocio para asegurar la calidad de las entregas.🚨 Realizar pruebas de regresión y validaciones post despliegue en ambientes QA y producción controlada.💻 Requisitos Técnicos✔️ Experiencia sólida en pruebas funcionales, integrales y de regresión.✔️ Conocimiento y experiencia en pruebas de APIs utilizando Postman, Swagger o herramientas similares.✔️ Manejo de consultas SQL y validaciones en bases de datos relacionales.✔️ Experiencia en gestión y documentación de pruebas con Jira, Xray, TestRail o similares.✔️ Conocimiento en metodologías ágiles (Scrum o Kanban).✔️ Experiencia validando aplicaciones web y móviles.✔️ Conocimiento en pruebas sobre integraciones y servicios REST.✔️ Deseable experiencia en automatización de pruebas con Selenium, Cypress o Playwright.✔️ Capacidad para análisis de logs, trazabilidad de incidencias y validación de flujos end-to-end.",https://pe.linkedin.com/jobs/view/qa-senior-at-elite-resources-4428495365?position=5&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=vCkTeV5ZsjX68Ofv4Ta4YQ%3D%3D
QA Automatizador,Tata Consultancy Services,https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",5 hours ago,Carmen Mercedes Rueda Vargas,https://pe.linkedin.com/in/carmen-mercedes-rueda-vargas-473b5769,"Propósito del RolEn TCS Perú, el QA Automatizador tiene como objetivo asegurar la calidad de las aplicaciones mediante la ejecución de pruebas funcionales, pruebas de APIs y pruebas de performance, garantizando el correcto funcionamiento de aplicaciones y microservicios en entornos ágiles.Trabajará en estrecha colaboración con equipos multidisciplinarios, contribuyendo a la identificación temprana de defectos y promoviendo la mejora continua en los procesos de calidad.Responsabilidades Clave• Ejecutar pruebas funcionales sobre aplicaciones y microservicios.• Realizar pruebas de APIs para validar la integración y comportamiento de los servicios.• Ejecutar pruebas de performance para evaluar el rendimiento de las aplicaciones.• Participar activamente en equipos de trabajo bajo metodologías ágiles.• Identificar, documentar y dar seguimiento a incidencias detectadas durante las pruebas.• Colaborar con equipos de desarrollo para asegurar la calidad de las entregas.Habilidades Técnicas Clave• 3 años de experiencia total en roles de QA.• Al menos 2 años de experiencia relevante en pruebas de software.• Experiencia en pruebas funcionales y pruebas de microservicios.• Conocimiento en automatización de pruebas utilizando Selenium y Cucumber.• Experiencia trabajando con Gherkin.• Manejo de herramientas como Jira, Postman y Selenium.Habilidades Deseables• Certificación ISTQB• Capacidad analítica y orientación a la calidad.• Experiencia trabajando en entornos ágiles.Competencias Clave• Trabajo en equipo.• Adaptabilidad.• Comunicación efectiva.• Iniciativa.• Orientación al cliente.• Orientación a resultados.• Pensamiento analítico.Otras ConsideracionesTata Consultancy Services es un empleador que ofrece igualdad de oportunidades. Nuestro compromiso con la diversidad e inclusión impulsa nuestros esfuerzos para brindar igualdad de oportunidades a todos los candidatos que cumplan con las competencias requeridas, sin importar su origen socioeconómico, raza, color, origen nacional, religión, sexo, identidad o expresión de género, edad, estado civil, discapacidad, orientación sexual o cualquier otra característica.",https://pe.linkedin.com/jobs/view/qa-automatizador-at-tata-consultancy-services-4430149385?position=6&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=8M4UWlR586hRKv0%2Bre9xNg%3D%3D
QA Automation SDET,Infosys,https://in.linkedin.com/company/infosys?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",6 hours ago,Carlos Felix,https://pe.linkedin.com/in/pscarlosfelix,"About UsInfosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.SDET OSS API===============Key Responsibilities• Design, develop, and maintain API automation test scripts for RESTful services (GET, POST, PATCH, DELETE).• Build and extend library-based automation frameworks (e.g., reusable helper libraries loaded via eval, shared Vars, Scripts, Apis modules).• Implement modular test flows with clear phases• Automate positive, negative, and edge-case scenarios• Implement dynamic test data handling, including:• Querying backend systems for test data• Retry logic for unstable or partial data• Variable chaining across requests• Automate test data setup and teardown, ensuring tests are repeatable and environment-safe.• Design, develop, and maintain a RESTful API to support automated and manual testing efforts.• Create, execute, and maintain SOAP-based tests• Validate event-driven calls and Windows service execution to ensure correct system behavior and reliability.• Leverage AI tools to augment gap analysis, accelerate test creation, and improve overall test coverage and effectiveness.• Proactively plan and design test scenarios, including regression and new-feature validation, based on code changes and system impacts.• Validate new code changes to ensure no regressions are introduced and that new functionality meets requirements and quality standards.• Collaborate with developers, QA, and DevOps to integrate automation into CI/CD pipelines (e.g., Newman execution).• Continuously refactor and improve automation for maintainability, scalability, and coverage.Required Technical Skills• Bachelor’s degree in Computer Science or equivalent professional experience• 5+ years of hands-on software test automation experience in enterprise environments• JavaScript (Advanced)• Functions, callbacks, async-style flows, error handling• JSON parsing and manipulation• C# API Development• API Automation• REST principles, HTTP methods, headers, status codes• Deep experience testing APIs beyond “happy path”• Postman / Newman• Test Framework Design• Reusable libraries and helpers• Modular, maintainable test structure• Data-driven and environment-agnostic tests• Test Data Management• Dynamic data discovery• Setup/cleanup automation• Idempotent and repeatable test execution• CI/CD Integration• Running API tests via Newman or similar tools• Interpreting and reporting automated test results• Performance Testing (Postman, NeoLoad, JUnit)Advanced English written and oral (mandatory).If you are interested please share us your resume/CV in EnglishEEOInfosys provides equal employment opportunities to applicants and employees without regard to race; color; sex; gender identity; sexual orientation; religious practices and observances; national origin; pregnancy, childbirth, or related medical conditions; status as a protected veteran or spouse/family member of a protected veteran; or disabiliity. Infosys provides equal employment opportunities to applicants and employees without regard to race; color; sex; gender identity; sexual orientation; religious practices and observances; national origin; pregnancy, childbirth, or related medical conditions; status as a protected veteran or spouse/family member of a protected veteran; or disability.",https://pe.linkedin.com/jobs/view/qa-automation-sdet-at-infosys-4427395272?position=7&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=JygCZUEmzMhIlgVJl69Q%2FQ%3D%3D
Líder Técnico Web,SEMADA TECH,https://www.linkedin.com/company/semada-tech?trk=public_jobs_jserp-result_job-search-card-subtitle,Lima Metropolitan Area,6 hours ago,Erika Morante,https://pe.linkedin.com/in/erika-morante-69b3a224a,"Objetivo del puesto:Buscamos un profesional con sólida experiencia en desarrollo web y liderazgo técnico, responsable de diseñar arquitecturas modernas y escalables, impulsar buenas prácticas de desarrollo y liderar iniciativas tecnológicas de alto impacto dentro del sector bancario.Funciones principales:Diseñar y validar arquitecturas web modernas y escalables (frontend y backend).Liderar técnicamente al equipo de desarrollo web, promoviendo buenas prácticas de programación.Participar en el desarrollo de módulos críticos y revisiones de código.Definir estándares técnicos, lineamientos de calidad y guías de arquitectura.Coordinar con áreas de Producto, UX/UI, QA y DevOps para garantizar entregas alineadas.Evaluar nuevas tecnologías y herramientas para mejorar el stack tecnológico.Asegurar la implementación de medidas de seguridad y rendimiento.Fomentar la innovación técnica y la mejora continua dentro del equipo.Supervisar la implementación de pipelines de CI/CD y automatización de pruebas.Gestionar la deuda técnica y proponer planes de mantenimiento evolutivo.Requisitos técnicos:Profesional Bachiller / Titulado en Ingeniería de Sistemas, Ingeniería de Software, Ingeniería Informática o carreras afines.Experiencia mínima de 5 años.Experiencia mínima de 3 años en el sector bancario.Experiencia avanzada en desarrollo web con frameworks modernos (React, Angular o Vue.js).Dominio de tecnologías backend como Node.js, .NET Core, Java o Python.Conocimientos sólidos en bases de datos relacionales y NoSQL.Experiencia con Docker, Kubernetes y plataformas Cloud (AWS, Azure o GCP).Buen manejo de herramientas de versionado (Git) y metodologías ágiles (Scrum/Kanban).Experiencia en diseño de APIs RESTful y arquitecturas orientadas a microservicios.Conocimiento en seguridad web (OWASP, JWT, OAuth2) y optimización de rendimiento.Deseable contar con certificaciones ejecutivas como TOGAF, CISSP o programas avanzados en banca digital.Experiencia en el rubro bancario.Beneficios:Planilla completa.Oportunidad de crecimiento.Buen clima laboral.",https://pe.linkedin.com/jobs/view/l%C3%ADder-t%C3%A9cnico-web-at-semada-tech-4430133799?position=8&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=YKFb3EFDk6UGUhfThBMjkw%3D%3D
Desarrollador C# Python / Supervisor /Lima / 4x3,Confipetrol S.A.,https://co.linkedin.com/company/confipetrol-s.a.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",10 hours ago,Anhielo Keydi Celis PÃ©rez,https://pe.linkedin.com/in/anhielo-celis,"Importante Consultora de Recursos Humanos están en búsqueda del mejor talento para asumir un nuevo reto laboral como Developer C#/Python en un cargo de Supervisor para nuestro cliente del rubro de Minero en la ciudad de Lima. ¡La oportunidad de un futuro mejor, está aquí!Requisitos:Formación académica: Egresado(a) de Universitario y/o Técnico en carreras de Computación, Informatice, Sistemas o similares.Experiencia laboral 05 años de experiencia desarrollando en Visual Studio .Net.Experiencia liderando proyectos y equipo ágiles.Experiencia como Analista Funcional QA.Desarrollo de aplicaciones PWA.Desarrollo de procedimientos almacenados en SQL Server / Oracle / PostgreSQL.Desarrollo de procesos extracción e ingesta de datos.Desarrollo con C# y Pyton. Conocimiento OWASP TOP 10.Deseable conocimiento de desarrollo de aplicaciones con IA.Deseable conocimiento de administración de servicios de Amazon Web Services.Deseable conocimiento de desarrollo SAP.Deseable conocimiento de Gestión de Proyectos.Deseable conocimiento de Scrum.Disponibilidad para trabajar en régimen 4x3 en mina y esporádicamente 5x2 en Lima.Funciones:Gestionar equipos de desarrollo ágiles.Liderar proyectos de desarrollo y soporte.Revisión de avances de actividades de desarrollo, soporte y mantenimiento.Desarrollo, soporte y mantenimiento de sistemas.Desarrollo de aplicaciones front-end y back-end en.Net, NetCore, Angular, React, etc.Desarrollo de aplicaciones PWA (Soporte OffLine), Responsivas.Desarrollo, soporte y mantenimiento de reportes.Desarrollo, soporte y mantenimiento de Loader para ERP y otros sistemas informáticos.Desarrollo, soporte y mantenimiento de Querys de BD SQL y/o Oracle.Extracción e integración de sistemas vía API’s.Desarrollo de código legible, escalable y seguro.Beneficios:Contrato con el cliente por planilla, con todos los beneficios de acuerdo a ley desde el primer día.",https://pe.linkedin.com/jobs/view/desarrollador-c%23-python-supervisor-lima-4x3-at-confipetrol-s-a-4429980473?position=9&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=OJlO74TZ5Irdn%2BUCU1qyfw%3D%3D
Desarrolador Senior .Net,Stefanini LATAM,https://br.linkedin.com/company/stefaninilatam?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Borja, Peru",9 hours ago,Lic. Abigail Grimberg,https://ar.linkedin.com/in/lic-abigail-grimberg-389161151,"Desarrollador Senior .NET📍 Lima, Perú | Modalidad HíbridaEstamos en búsqueda de un/a Desarrollador/a Senior .NET para sumarse a un proyecto desafiante enfocado en la evolución tecnológica de plataformas críticas de negocio. La posición tendrá un rol clave en el mantenimiento y modernización de aplicaciones existentes, participando activamente en la transición desde arquitecturas monolíticas hacia entornos distribuidos basados en microservicios y tecnologías .NET modernas.Principales responsabilidadesMantener, diagnosticar y optimizar aplicaciones desarrolladas en VB.NET y C# sobre .NET Framework.Participar en iniciativas de modernización tecnológica y migración de arquitecturas legacy.Diseñar e implementar microservicios en .NET Core/.NET 6+.Migrar servicios heredados WCF hacia APIs RESTful y/o gRPC.Diseñar y desarrollar aplicaciones de escritorio utilizando WPF bajo el patrón MVVM.Crear y optimizar consultas, procedimientos almacenados y estructuras de datos en SQL Server.Colaborar en la integración y despliegue de soluciones sobre Microsoft Azure.Trabajar junto a equipos de infraestructura, QA y producto para asegurar entregas exitosas y de alta calidad.RequisitosMás de 5 años de experiencia desarrollando software dentro del ecosistema Microsoft.Dominio avanzado de C# y experiencia en mantenimiento de aplicaciones VB.NET.Experiencia sólida con .NET Core / .NET 6, 8 o superior y .NET Framework 3.5 / 4.x.Experiencia en migración de servicios WCF hacia ASP.NET Core Web API.Conocimientos en arquitectura de Microservicios, Inyección de Dependencias y Clean Code.Manejo avanzado de SQL Server, T-SQL, optimización de consultas, índices y procedimientos almacenados.Frontend DesktopExperiencia comprobable desarrollando aplicaciones con WPF.Conocimientos sólidos de XAML, Data Binding y estilos.Experiencia con patrón MVVM (deseable).Conocimientos en frameworks web modernos (deseable).Cloud (Deseable)Experiencia o conocimientos en:Azure App ServicesAzure FunctionsAzure SQLAzure Key VaultAzure Service BusAzure Kubernetes Service (AKS)Modalidad de trabajo📍 San Borja, Lima – Perú🏢 Modalidad híbrida/presencial (oficinas propias y del cliente)🕘 Lunes a viernes de 9:00 a.m. a 6:00 p.m.",https://pe.linkedin.com/jobs/view/desarrolador-senior-net-at-stefanini-latam-4428716971?position=10&pageNum=0&refId=%2FIchnTuU%2FfSUaTLRAgRizQ%3D%3D&trackingId=tXTpQxiZuWpHl0uZl3qw7Q%3D%3D
